cause_id,label,site_label,period,deaths,scenario,scenario_label,source,common_endogenous_year
cervix,Cervix,Cervix,2014,87.00290280984349,freeze,Frozen at 2022,Observed,2048
cervix,Cervix,Cervix,2015,80.40286644166024,freeze,Frozen at 2022,Observed,2048
cervix,Cervix,Cervix,2016,78.80082807993381,freeze,Frozen at 2022,Observed,2048
cervix,Cervix,Cervix,2017,89.76579381381728,freeze,Frozen at 2022,Observed,2048
cervix,Cervix,Cervix,2018,72.00338260488286,freeze,Frozen at 2022,Observed,2048
cervix,Cervix,Cervix,2019,93.41073940067135,freeze,Frozen at 2022,Observed,2048
cervix,Cervix,Cervix,2020,104.19910390584323,freeze,Frozen at 2022,Observed,2048
cervix,Cervix,Cervix,2021,105.70255647234526,freeze,Frozen at 2022,Observed,2048
cervix,Cervix,Cervix,2022,93.73108545487872,freeze,Frozen at 2022,Observed,2048
cervix,Cervix,Cervix,2023,94.35599747200365,freeze,Frozen at 2022,Projected,2048
cervix,Cervix,Cervix,2024,97.62010938196168,freeze,Frozen at 2022,Projected,2048
cervix,Cervix,Cervix,2025,99.70967754417747,freeze,Frozen at 2022,Projected,2048
cervix,Cervix,Cervix,2026,101.04523334296023,freeze,Frozen at 2022,Projected,2048
cervix,Cervix,Cervix,2027,101.94201099781374,freeze,Frozen at 2022,Projected,2048
cervix,Cervix,Cervix,2028,102.9639398170994,freeze,Frozen at 2022,Projected,2048
cervix,Cervix,Cervix,2029,103.92411224953885,freeze,Frozen at 2022,Projected,2048
cervix,Cervix,Cervix,2030,104.83642411244993,freeze,Frozen at 2022,Projected,2048
cervix,Cervix,Cervix,2031,105.82505978638545,freeze,Frozen at 2022,Projected,2048
cervix,Cervix,Cervix,2032,106.87908490826221,freeze,Frozen at 2022,Projected,2048
cervix,Cervix,Cervix,2033,107.90032028015,freeze,Frozen at 2022,Projected,2048
cervix,Cervix,Cervix,2034,108.83972244200423,freeze,Frozen at 2022,Projected,2048
cervix,Cervix,Cervix,2035,109.70309284590297,freeze,Frozen at 2022,Projected,2048
cervix,Cervix,Cervix,2036,110.62589285389075,freeze,Frozen at 2022,Projected,2048
cervix,Cervix,Cervix,2037,111.61316042004196,freeze,Frozen at 2022,Projected,2048
cervix,Cervix,Cervix,2038,112.56541590314035,freeze,Frozen at 2022,Projected,2048
cervix,Cervix,Cervix,2039,113.52066038864317,freeze,Frozen at 2022,Projected,2048
cervix,Cervix,Cervix,2040,114.4812850972901,freeze,Frozen at 2022,Projected,2048
cervix,Cervix,Cervix,2041,115.46516127265541,freeze,Frozen at 2022,Projected,2048
cervix,Cervix,Cervix,2042,116.49094634034991,freeze,Frozen at 2022,Projected,2048
cervix,Cervix,Cervix,2043,117.51755653474736,freeze,Frozen at 2022,Projected,2048
cervix,Cervix,Cervix,2044,118.47197717769181,freeze,Frozen at 2022,Projected,2048
cervix,Cervix,Cervix,2045,119.21777496744473,freeze,Frozen at 2022,Projected,2048
cervix,Cervix,Cervix,2046,119.77750966088239,freeze,Frozen at 2022,Projected,2048
cervix,Cervix,Cervix,2047,120.2797127307574,freeze,Frozen at 2022,Projected,2048
cervix,Cervix,Cervix,2048,120.81990455497898,freeze,Frozen at 2022,Projected,2048
lung,Lung,Lung,1998,1186.1769066036902,quit,Quit,Observed,2048
lung,Lung,Lung,1999,1120.8135760759517,quit,Quit,Observed,2048
lung,Lung,Lung,2000,1162.2729706043456,quit,Quit,Observed,2048
lung,Lung,Lung,2001,1187.355960258553,quit,Quit,Observed,2048
lung,Lung,Lung,2002,1185.1147325829343,quit,Quit,Observed,2048
lung,Lung,Lung,2003,1201.9531312537101,quit,Quit,Observed,2048
lung,Lung,Lung,2004,1117.731297341154,quit,Quit,Observed,2048
lung,Lung,Lung,2005,1169.1662453195809,quit,Quit,Observed,2048
lung,Lung,Lung,2006,1155.9981818147307,quit,Quit,Observed,2048
lung,Lung,Lung,2007,1179.621409368563,quit,Quit,Observed,2048
lung,Lung,Lung,2008,1234.0182159288615,quit,Quit,Observed,2048
lung,Lung,Lung,2009,1230.2231587434328,quit,Quit,Observed,2048
lung,Lung,Lung,2010,1239.7561295543683,quit,Quit,Observed,2048
lung,Lung,Lung,2011,1210.0751035419503,quit,Quit,Observed,2048
lung,Lung,Lung,2012,1180.3323313509018,quit,Quit,Observed,2048
lung,Lung,Lung,2013,1238.476560304813,quit,Quit,Observed,2048
lung,Lung,Lung,2014,1323.9605674318336,quit,Quit,Observed,2048
lung,Lung,Lung,2015,1311.9959704264643,quit,Quit,Observed,2048
lung,Lung,Lung,2016,1310.5387460341633,quit,Quit,Observed,2048
lung,Lung,Lung,2017,1263.7434959075172,quit,Quit,Observed,2048
lung,Lung,Lung,2018,1336.6130911174537,quit,Quit,Observed,2048
lung,Lung,Lung,2019,1401.6940010852154,quit,Quit,Observed,2048
lung,Lung,Lung,2020,1321.1832962233575,quit,Quit,Observed,2048
lung,Lung,Lung,2021,1246.449906903686,quit,Quit,Observed,2048
lung,Lung,Lung,2022,1260.8982441441615,quit,Quit,Observed,2048
lung,Lung,Lung,2023,1294.537985343483,quit,Quit,Projected,2048
lung,Lung,Lung,2024,1263.4343980445146,quit,Quit,Projected,2048
lung,Lung,Lung,2025,1197.4092904919457,quit,Quit,Projected,2048
lung,Lung,Lung,2026,1146.5716980589816,quit,Quit,Projected,2048
lung,Lung,Lung,2027,1093.7639263647175,quit,Quit,Projected,2048
lung,Lung,Lung,2028,1042.8983427163284,quit,Quit,Projected,2048
lung,Lung,Lung,2029,996.922943012886,quit,Quit,Projected,2048
lung,Lung,Lung,2030,957.528561399412,quit,Quit,Projected,2048
lung,Lung,Lung,2031,919.5831175127876,quit,Quit,Projected,2048
lung,Lung,Lung,2032,882.7852560555302,quit,Quit,Projected,2048
lung,Lung,Lung,2033,846.1386387985469,quit,Quit,Projected,2048
lung,Lung,Lung,2034,814.2181529702291,quit,Quit,Projected,2048
lung,Lung,Lung,2035,788.0534860891851,quit,Quit,Projected,2048
lung,Lung,Lung,2036,763.9216796729468,quit,Quit,Projected,2048
lung,Lung,Lung,2037,741.1611395633404,quit,Quit,Projected,2048
lung,Lung,Lung,2038,718.978874400997,quit,Quit,Projected,2048
lung,Lung,Lung,2039,699.3577071374193,quit,Quit,Projected,2048
lung,Lung,Lung,2040,682.6461542981285,quit,Quit,Projected,2048
lung,Lung,Lung,2041,667.1359980303114,quit,Quit,Projected,2048
lung,Lung,Lung,2042,652.3636492523756,quit,Quit,Projected,2048
lung,Lung,Lung,2043,637.9223212256916,quit,Quit,Projected,2048
lung,Lung,Lung,2044,625.8323112407811,quit,Quit,Projected,2048
lung,Lung,Lung,2045,615.6957245428598,quit,Quit,Projected,2048
lung,Lung,Lung,2046,605.422991808431,quit,Quit,Projected,2048
lung,Lung,Lung,2047,595.2582618678168,quit,Quit,Projected,2048
lung,Lung,Lung,2048,585.0787670400302,quit,Quit,Projected,2048
stomach,Stomach,Stomach,1998,452.0541615587075,quit,Quit,Observed,2048
stomach,Stomach,Stomach,1999,441.0877724132819,quit,Quit,Observed,2048
stomach,Stomach,Stomach,2000,421.5497971505747,quit,Quit,Observed,2048
stomach,Stomach,Stomach,2001,461.22080401957646,quit,Quit,Observed,2048
stomach,Stomach,Stomach,2002,427.51860886323607,quit,Quit,Observed,2048
stomach,Stomach,Stomach,2003,392.46122664669883,quit,Quit,Observed,2048
stomach,Stomach,Stomach,2004,400.1713786576511,quit,Quit,Observed,2048
stomach,Stomach,Stomach,2005,378.1666631964497,quit,Quit,Observed,2048
stomach,Stomach,Stomach,2006,384.63064057476186,quit,Quit,Observed,2048
stomach,Stomach,Stomach,2007,446.78030662554136,quit,Quit,Observed,2048
stomach,Stomach,Stomach,2008,351.5033188611839,quit,Quit,Observed,2048
stomach,Stomach,Stomach,2009,378.0869075671628,quit,Quit,Observed,2048
stomach,Stomach,Stomach,2010,394.84671967936526,quit,Quit,Observed,2048
stomach,Stomach,Stomach,2011,405.689490663214,quit,Quit,Observed,2048
stomach,Stomach,Stomach,2012,416.68907540174115,quit,Quit,Observed,2048
stomach,Stomach,Stomach,2013,419.70581220343206,quit,Quit,Observed,2048
stomach,Stomach,Stomach,2014,398.8372553238616,quit,Quit,Observed,2048
stomach,Stomach,Stomach,2015,388.62373120487956,quit,Quit,Observed,2048
stomach,Stomach,Stomach,2016,389.4365442531363,quit,Quit,Observed,2048
stomach,Stomach,Stomach,2017,338.12930674058384,quit,Quit,Observed,2048
stomach,Stomach,Stomach,2018,379.17710910246933,quit,Quit,Observed,2048
stomach,Stomach,Stomach,2019,360.42616519481936,quit,Quit,Observed,2048
stomach,Stomach,Stomach,2020,314.6787855462129,quit,Quit,Observed,2048
stomach,Stomach,Stomach,2021,371.4207776854023,quit,Quit,Observed,2048
stomach,Stomach,Stomach,2022,332.72945052088966,quit,Quit,Observed,2048
stomach,Stomach,Stomach,2023,337.45809008716066,quit,Quit,Projected,2048
stomach,Stomach,Stomach,2024,346.7323102111678,quit,Quit,Projected,2048
stomach,Stomach,Stomach,2025,351.69231521901725,quit,Quit,Projected,2048
stomach,Stomach,Stomach,2026,355.7746688771955,quit,Quit,Projected,2048
stomach,Stomach,Stomach,2027,359.6446394251136,quit,Quit,Projected,2048
stomach,Stomach,Stomach,2028,364.1732693340915,quit,Quit,Projected,2048
stomach,Stomach,Stomach,2029,368.432589845483,quit,Quit,Projected,2048
stomach,Stomach,Stomach,2030,372.5756440952327,quit,Quit,Projected,2048
stomach,Stomach,Stomach,2031,377.20594010396474,quit,Quit,Projected,2048
stomach,Stomach,Stomach,2032,382.3332208228629,quit,Quit,Projected,2048
stomach,Stomach,Stomach,2033,387.8295429089708,quit,Quit,Projected,2048
stomach,Stomach,Stomach,2034,393.27425846614415,quit,Quit,Projected,2048
stomach,Stomach,Stomach,2035,398.48198277944107,quit,Quit,Projected,2048
stomach,Stomach,Stomach,2036,403.78477016931157,quit,Quit,Projected,2048
stomach,Stomach,Stomach,2037,409.28898683299184,quit,Quit,Projected,2048
stomach,Stomach,Stomach,2038,415.0384028871981,quit,Quit,Projected,2048
stomach,Stomach,Stomach,2039,420.8766295723219,quit,Quit,Projected,2048
stomach,Stomach,Stomach,2040,426.76454578303344,quit,Quit,Projected,2048
stomach,Stomach,Stomach,2041,432.69616242736527,quit,Quit,Projected,2048
stomach,Stomach,Stomach,2042,438.37243790257946,quit,Quit,Projected,2048
stomach,Stomach,Stomach,2043,439.1555537337043,quit,Quit,Projected,2048
stomach,Stomach,Stomach,2044,438.85258877515935,quit,Quit,Projected,2048
stomach,Stomach,Stomach,2045,442.05361432268205,quit,Quit,Projected,2048
stomach,Stomach,Stomach,2046,445.6078793987106,quit,Quit,Projected,2048
stomach,Stomach,Stomach,2047,449.91127838138556,quit,Quit,Projected,2048
stomach,Stomach,Stomach,2048,454.38367004875664,quit,Quit,Projected,2048
pancreas,Pancreas,Pancreas,1998,360.4921987022261,quit,Quit,Observed,2048
pancreas,Pancreas,Pancreas,1999,377.4539957682777,quit,Quit,Observed,2048
pancreas,Pancreas,Pancreas,2000,391.1544727127121,quit,Quit,Observed,2048
pancreas,Pancreas,Pancreas,2001,378.7651290320231,quit,Quit,Observed,2048
pancreas,Pancreas,Pancreas,2002,425.9665053734476,quit,Quit,Observed,2048
pancreas,Pancreas,Pancreas,2003,402.1702608466778,quit,Quit,Observed,2048
pancreas,Pancreas,Pancreas,2004,405.67143432472204,quit,Quit,Observed,2048
pancreas,Pancreas,Pancreas,2005,400.23353259271437,quit,Quit,Observed,2048
pancreas,Pancreas,Pancreas,2006,407.66870510083197,quit,Quit,Observed,2048
pancreas,Pancreas,Pancreas,2007,407.77010715625505,quit,Quit,Observed,2048
pancreas,Pancreas,Pancreas,2008,451.0089681311648,quit,Quit,Observed,2048
pancreas,Pancreas,Pancreas,2009,465.0271371083376,quit,Quit,Observed,2048
pancreas,Pancreas,Pancreas,2010,464.4299545203929,quit,Quit,Observed,2048
pancreas,Pancreas,Pancreas,2011,476.46613325500914,quit,Quit,Observed,2048
pancreas,Pancreas,Pancreas,2012,488.8858163270693,quit,Quit,Observed,2048
pancreas,Pancreas,Pancreas,2013,522.4822031113752,quit,Quit,Observed,2048
pancreas,Pancreas,Pancreas,2014,542.0183088675341,quit,Quit,Observed,2048
pancreas,Pancreas,Pancreas,2015,566.8630014174189,quit,Quit,Observed,2048
pancreas,Pancreas,Pancreas,2016,595.2004032685284,quit,Quit,Observed,2048
pancreas,Pancreas,Pancreas,2017,546.151592480787,quit,Quit,Observed,2048
pancreas,Pancreas,Pancreas,2018,560.1976113016586,quit,Quit,Observed,2048
pancreas,Pancreas,Pancreas,2019,601.7297166337637,quit,Quit,Observed,2048
pancreas,Pancreas,Pancreas,2020,641.0107648945686,quit,Quit,Observed,2048
pancreas,Pancreas,Pancreas,2021,616.870071565823,quit,Quit,Observed,2048
pancreas,Pancreas,Pancreas,2022,596.3743074582937,quit,Quit,Observed,2048
pancreas,Pancreas,Pancreas,2023,628.7190573177533,quit,Quit,Projected,2048
pancreas,Pancreas,Pancreas,2024,650.0185732345876,quit,Quit,Projected,2048
pancreas,Pancreas,Pancreas,2025,656.8236146670691,quit,Quit,Projected,2048
pancreas,Pancreas,Pancreas,2026,660.3231271449678,quit,Quit,Projected,2048
pancreas,Pancreas,Pancreas,2027,662.3183034241122,quit,Quit,Projected,2048
pancreas,Pancreas,Pancreas,2028,665.5072862431541,quit,Quit,Projected,2048
pancreas,Pancreas,Pancreas,2029,667.9054776350566,quit,Quit,Projected,2048
pancreas,Pancreas,Pancreas,2030,669.1573780654769,quit,Quit,Projected,2048
pancreas,Pancreas,Pancreas,2031,670.9333320179817,quit,Quit,Projected,2048
pancreas,Pancreas,Pancreas,2032,672.9824197706544,quit,Quit,Projected,2048
pancreas,Pancreas,Pancreas,2033,656.8465977613644,quit,Quit,Projected,2048
pancreas,Pancreas,Pancreas,2034,637.7077519319573,quit,Quit,Projected,2048
pancreas,Pancreas,Pancreas,2035,635.084613015993,quit,Quit,Projected,2048
pancreas,Pancreas,Pancreas,2036,635.0814176825609,quit,Quit,Projected,2048
pancreas,Pancreas,Pancreas,2037,638.1808374215705,quit,Quit,Projected,2048
pancreas,Pancreas,Pancreas,2038,642.178757567396,quit,Quit,Projected,2048
pancreas,Pancreas,Pancreas,2039,647.3522218151593,quit,Quit,Projected,2048
pancreas,Pancreas,Pancreas,2040,652.8684505391232,quit,Quit,Projected,2048
pancreas,Pancreas,Pancreas,2041,658.6023972172591,quit,Quit,Projected,2048
pancreas,Pancreas,Pancreas,2042,664.1623813838551,quit,Quit,Projected,2048
pancreas,Pancreas,Pancreas,2043,669.7126731731753,quit,Quit,Projected,2048
pancreas,Pancreas,Pancreas,2044,676.3561248457668,quit,Quit,Projected,2048
pancreas,Pancreas,Pancreas,2045,683.594248652529,quit,Quit,Projected,2048
pancreas,Pancreas,Pancreas,2046,690.7247776396996,quit,Quit,Projected,2048
pancreas,Pancreas,Pancreas,2047,698.355614808452,quit,Quit,Projected,2048
pancreas,Pancreas,Pancreas,2048,706.2113861234288,quit,Quit,Projected,2048
bladder,Bladder,Bladder,1998,207.8826621032545,quit,Quit,Observed,2048
bladder,Bladder,Bladder,1999,209.05744105701237,quit,Quit,Observed,2048
bladder,Bladder,Bladder,2000,216.97353023678392,quit,Quit,Observed,2048
bladder,Bladder,Bladder,2001,204.0893853242672,quit,Quit,Observed,2048
bladder,Bladder,Bladder,2002,193.363468821268,quit,Quit,Observed,2048
bladder,Bladder,Bladder,2003,181.0296455324792,quit,Quit,Observed,2048
bladder,Bladder,Bladder,2004,192.03426827276243,quit,Quit,Observed,2048
bladder,Bladder,Bladder,2005,189.00932947354244,quit,Quit,Observed,2048
bladder,Bladder,Bladder,2006,207.08725510913555,quit,Quit,Observed,2048
bladder,Bladder,Bladder,2007,190.3531260979977,quit,Quit,Observed,2048
bladder,Bladder,Bladder,2008,215.1023938995396,quit,Quit,Observed,2048
bladder,Bladder,Bladder,2009,214.83113861048815,quit,Quit,Observed,2048
bladder,Bladder,Bladder,2010,189.032036894464,quit,Quit,Observed,2048
bladder,Bladder,Bladder,2011,197.36163002667766,quit,Quit,Observed,2048
bladder,Bladder,Bladder,2012,205.68368757570204,quit,Quit,Observed,2048
bladder,Bladder,Bladder,2013,213.80720157947832,quit,Quit,Observed,2048
bladder,Bladder,Bladder,2014,210.00190786467738,quit,Quit,Observed,2048
bladder,Bladder,Bladder,2015,190.75938132572173,quit,Quit,Observed,2048
bladder,Bladder,Bladder,2016,220.09916631914794,quit,Quit,Observed,2048
bladder,Bladder,Bladder,2017,230.81466551167279,quit,Quit,Observed,2048
bladder,Bladder,Bladder,2018,220.14266157046157,quit,Quit,Observed,2048
bladder,Bladder,Bladder,2019,221.0566430039899,quit,Quit,Observed,2048
bladder,Bladder,Bladder,2020,253.9992277982305,quit,Quit,Observed,2048
bladder,Bladder,Bladder,2021,237.03343018071976,quit,Quit,Observed,2048
bladder,Bladder,Bladder,2022,228.0718367609341,quit,Quit,Observed,2048
bladder,Bladder,Bladder,2023,231.27751920860277,quit,Quit,Projected,2048
bladder,Bladder,Bladder,2024,235.54395414751224,quit,Quit,Projected,2048
bladder,Bladder,Bladder,2025,238.13640360655674,quit,Quit,Projected,2048
bladder,Bladder,Bladder,2026,240.00652316612891,quit,Quit,Projected,2048
bladder,Bladder,Bladder,2027,241.46285450937728,quit,Quit,Projected,2048
bladder,Bladder,Bladder,2028,243.34342633649987,quit,Quit,Projected,2048
bladder,Bladder,Bladder,2029,245.33088995687217,quit,Quit,Projected,2048
bladder,Bladder,Bladder,2030,247.25987743567535,quit,Quit,Projected,2048
bladder,Bladder,Bladder,2031,249.42788135002397,quit,Quit,Projected,2048
bladder,Bladder,Bladder,2032,251.76115958713828,quit,Quit,Projected,2048
bladder,Bladder,Bladder,2033,249.87463613295995,quit,Quit,Projected,2048
bladder,Bladder,Bladder,2034,246.2691016529696,quit,Quit,Projected,2048
bladder,Bladder,Bladder,2035,245.7135226104894,quit,Quit,Projected,2048
bladder,Bladder,Bladder,2036,246.27801362423125,quit,Quit,Projected,2048
bladder,Bladder,Bladder,2037,248.22380652530126,quit,Quit,Projected,2048
bladder,Bladder,Bladder,2038,251.58781979316774,quit,Quit,Projected,2048
bladder,Bladder,Bladder,2039,256.4108903609346,quit,Quit,Projected,2048
bladder,Bladder,Bladder,2040,261.62434308241825,quit,Quit,Projected,2048
bladder,Bladder,Bladder,2041,267.07325623258583,quit,Quit,Projected,2048
bladder,Bladder,Bladder,2042,272.4992584534872,quit,Quit,Projected,2048
bladder,Bladder,Bladder,2043,277.69493608815577,quit,Quit,Projected,2048
bladder,Bladder,Bladder,2044,282.507057174931,quit,Quit,Projected,2048
bladder,Bladder,Bladder,2045,286.6518468278405,quit,Quit,Projected,2048
bladder,Bladder,Bladder,2046,290.12143213759657,quit,Quit,Projected,2048
bladder,Bladder,Bladder,2047,292.99001377101536,quit,Quit,Projected,2048
bladder,Bladder,Bladder,2048,295.0197464295436,quit,Quit,Projected,2048
oralphar,Oral cavity and pharynx,Oropharynx,1998,130.9226340863249,quit,Quit,Observed,2048
oralphar,Oral cavity and pharynx,Oropharynx,1999,113.90493030216753,quit,Quit,Observed,2048
oralphar,Oral cavity and pharynx,Oropharynx,2000,133.36078489048253,quit,Quit,Observed,2048
oralphar,Oral cavity and pharynx,Oropharynx,2001,123.34104914329691,quit,Quit,Observed,2048
oralphar,Oral cavity and pharynx,Oropharynx,2002,125.88268581727897,quit,Quit,Observed,2048
oralphar,Oral cavity and pharynx,Oropharynx,2003,135.040382671695,quit,Quit,Observed,2048
oralphar,Oral cavity and pharynx,Oropharynx,2004,150.76353469815734,quit,Quit,Observed,2048
oralphar,Oral cavity and pharynx,Oropharynx,2005,138.8391047897447,quit,Quit,Observed,2048
oralphar,Oral cavity and pharynx,Oropharynx,2006,117.74511748926645,quit,Quit,Observed,2048
oralphar,Oral cavity and pharynx,Oropharynx,2007,137.5538549328497,quit,Quit,Observed,2048
oralphar,Oral cavity and pharynx,Oropharynx,2008,135.75222393813098,quit,Quit,Observed,2048
